,Target,importance
11062,"A549_Epithelium_Lung | H3K4me2 | ID:62997
",0.033721782
14929,"HEK293_Epithelium_Embryonic_Kidney | H3K36me3 | ID:71744
",0.03371535
18124,"HCT-116_HCT116 | POLR2A | ID:83956
",0.033713922
3725,"GM19193_Lymphoblastoid_Blood | H3K36me3 | ID:42435
",0.033706356
7066,"Epithelium_Prostate | AR | ID:50054
",0.033704784
1389,"NHEK_Keratinocyte_Skin | H3K4me3 | ID:35448
",0.03369502
19428,"N87_Stomach | H3K27ac | ID:87812
",0.033680033
14160,"T_Lymphocyte | H3K4me3 | ID:68996
",0.033677198
12856,"WM989_melanoma | ATAC-seq | ID:66064
",0.033666994
6490,"MCF-7_Epithelium_Breast | ESR1 | ID:48454
",0.033663623
5236,"HCT-116_Colon | POLR2A | ID:45715
",0.03366105
14727,"LNCaP_Epithelium_Prostate | AR | ID:71227
",0.033660643
19678,"KG1_Bone_Marrow | ZBTB16 | ID:88634
",0.0336594
9219,"HuCCT1 | MED1 | ID:56556
",0.033658735
7464,"GM19119_Lymphoblastoid | H3K27ac | ID:51219
",0.03365761
15686,"Jurkat_T_Lymphocyte_Blood | H3K4me2 | ID:74130
",0.033653766
21257,"iPS-20b_Cell_Line | H3K4me3 | Roadmap
",0.033648666
12669,"THP-1_Macrophage | ATAC-seq | ID:65810
",0.033631053
17375,"H9_Embryonic_Stem_Cell_Embryo | TFAP2C | ID:81808
",0.03362792
1809,"FLP143HA_Epithelium_Embryonic_Kidney | ZNF143 | ID:36770
",0.033626996
1273,"Left_Ventricle | H3K27me3 | ID:35189
",0.033626124
7270,"Ramos_B_Lymphocyte | H3K4me3 | ID:50547
",0.03362273
21789,"Rectal_Smooth_Muscle | H3K27me3 | Roadmap
",0.033621542
5778,"Endothelial_Cell_Umbilical_Vein | POLR2A | ID:46263
",0.033619758
8750,"BicR_Epithelium_Prostate | H3ac | ID:55279
",0.033612806
13768,"L1236_Hodgkin_Lymphoma_Cell | RELA | ID:68050
",0.033608004
11385,"A549_Epithelium_Lung | NR3C1 | ID:63550
",0.033604726
20110,"CD19_Primary_Cells_Peripheral_ | H3K4me1 | Roadmap
",0.033602055
21135,"HSMMtube | EZH2 | ENCODE
",0.03359899
5687,"H1_Embryonic_Stem_Cell_Embryo | REST | ID:46172
",0.03359896
4015,"B_Lymphocyte_Bone_Marrow | H3K27ac | ID:43128
",0.033597272
19400,"TTC1240_Malignant_rhabdoid_tumor | ARID2 | ID:87729
",0.03359585
16410,"Cortex_Kidney | SIX1 | ID:76587
",0.033595324
15919,"HepG2_Epithelium_Liver | NFIL3 | ID:74685
",0.03357605
18578,"Monocyte_Blood | H4ac | ID:85256
",0.033569332
13872,"Keratinocyte | H3K4me1 | ID:68214
",0.033565737
6816,"Jurkat_T_Lymphocyte_Blood | H3K4me3 | ID:49510
",0.033565484
14841,"Gastric_Primary_Sample | H3K4me1 | ID:71402
",0.033563536
4506,"BE2-C_Neuroblast_Brain | DNase | ID:44896
",0.033558123
19023,"H9_Embryonic_Stem_Cell_Embryo | NANOG | ID:86534
",0.03355588
19383,"Astrocyte | H3K36me3 | ID:87668
",0.033554077
20050,"Brain_Mid_Frontal_Lobe | H3K27me3 | Roadmap
",0.03355016
17445,"hemogenic_mesoderm_(H-ECs) | H3K27me3 | ID:82027
",0.033547945
15609,"MCF-7_Breast | H3K4me3 | ID:73850
",0.033536375
2979,"Fetal_Muscle_Back | DNase | ID:40740
",0.033524968
10664,"Tongue | DNase | ID:62369
",0.033521023
7364,"WIS2_Embryonic_Stem_Cell | H3K27me3 | ID:50920
",0.033517703
21834,"SK-N-MC | DNase | ENCODE
",0.03351193
21040,"HepG2 | TCF12 | ENCODE
",0.033511557
645,"Epithelium_Fetal_Large_Intestine | DNase | ID:3141
",0.033506427
14191,"T_Lymphocyte | H3K4me2 | ID:69052
",0.033500083
13749,"Macrophage_Blood | H3K4me1 | ID:67934
",0.0334729
155,"HepG2_Epithelium_Liver | STAG1 | ID:1492
",0.03347145
2024,"ME-1_Leukemia_Cell | TCF12 | ID:37602
",0.03346104
725,"Neuroectoderm | EP300 | ID:3232
",0.033460576
1895,"H1_Embryonic_Stem_Cell_Embryo | H2BK15ac | ID:36921
",0.033459086
516,"T98G_Brain | CREBBP | ID:2750
",0.03343883
12641,"MDA-MB-231_Epithelium_Breast | ATAC-seq | ID:65718
",0.03342977
292,"iPS_DF_19.11_iPSC_Foreskin | H3K36me3 | ID:1893
",0.03342557
91,"HeLa_Epithelium_Cervix | H2AZ | ID:1231
",0.033420444
17034,"LCL_Lymphoblastoid_Blood | ATAC-seq | ID:80718
",0.03339388
4234,"Melanocyte_Skin | H3K4me3 | ID:43875
",0.033391494
5733,"HCT-116_Colon | CTCF | ID:46218
",0.033388846
4027,"LNCaP_Epithelium_Prostate | DNase | ID:43145
",0.033388507
10908,"K562_Erythroblast_Bone_Marrow | YBX1 | ID:62743
",0.03338492
13257,"HUES64_Embryonic_Stem_Cell_Embryo | H3K4me1 | ID:6669
",0.03337635
8933,"VCaP_Epithelium_Prostate | SUMO2 | ID:55716
",0.033373915
11767,"Hepatocyte | H3K27me3 | ID:64100
",0.033369202
11615,"A549_Epithelium_Lung | H3K4me2 | ID:63887
",0.0333588
10031,"T_Lymphocyte_Blood | H3K4me3 | ID:58712
",0.03335104
6804,"Jurkat_T_Lymphocyte_Blood | H3K4me3 | ID:49498
",0.033350598
10214,"Fetal_Liver | H3K27me3 | ID:59511
",0.033332456
12817,"T_Lymphocyte | ATAC-seq | ID:66024
",0.03331275
5115,"GM12864_B_Lymphocyte_Blood | CTCF | ID:45590
",0.03331199
10186,"Melanocyte | RNF2 | ID:59423
",0.033310167
5147,"GM12878_B_Lymphocyte_Blood | NRF1 | ID:45624
",0.033305086
4454,"Fibroblast | H3K4me3 | ID:44616
",0.033302255
335,"K562_Erythroblast_Bone_Marrow | GATA1 | ID:2000
",0.033277985
17388,"cancer_cells | H3K27ac | ID:81855
",0.033263683
16695,"LCL_Lymphoblastoid_Blood | ATAC-seq | ID:78765
",0.033255283
2408,"Haematopoietic_Progenitor_Cell_Blood | H3K4me3 | ID:3878
",0.03324319
4180,"KOPT-K1_T_Lymphocyte_Blood | H3K4me3 | ID:43747
",0.033242125
20363,"Fetal_Kidney | DNase.fdr0.01.hot | Roadmap
",0.03323252
7879,"MCF-7_Epithelium_Breast | RELA | ID:52619
",0.0332312
4369,"LNCaP_Epithelium_Prostate | AR | ID:44330
",0.033228025
3273,"DU145_Epithelium_Prostate | H2A | ID:41191
",0.033226863
11128,"A549_Epithelium_Lung | H3K4me3 | ID:63099
",0.033221234
21864,"Spleen | H3K4me3 | Roadmap
",0.033213466
8,"H9_Embryonic_Stem_Cell_Embryo | H2BK15ac | ID:1017
",0.033212136
11462,"Sigmoid_Colon | POLR2A | ID:63662
",0.033211835
19001,"C4-2_Prostate | BRD4 | ID:86456
",0.033198986
15176,"Gen2.2_Plasmacytoid_dendritic_cell | POLR2A | ID:72346
",0.033194497
9709,"HEK293_Epithelium_Embryonic_Kidney | BAHD1 | ID:57661
",0.03319213
17454,"T_Lymphocyte_Blood | H3K4me1 | ID:8205
",0.03319085
11838,"A549_Epithelium_Lung | HES2 | ID:64218
",0.03319004
6888,"MCF-7_Epithelium_Breast | MED1 | ID:49651
",0.03318358
18348,"JHU-06_Endothelial_Cell | JUN | ID:84611
",0.03316873
4379,"LNCaP_Epithelium_Prostate | E2F1 | ID:44340
",0.03316355
13438,"NCI-0082_rhabdomyosarcoma | H3K27ac | ID:67027
",0.03316336
7368,"GIST48_Mesenchymal_Stem_Cell_Stomach | H3K4me1 | ID:50925
",0.03315779
3369,"GM18516_Lymphoblastoid_Blood | H3K4me1 | ID:41651
",0.033155795
1996,"Jurkat_E6-1_T_Lymphocyte_Blood | RUNX1 | ID:37384
",0.033153053
17245,"HCC1954_Breast | H4K8ac | ID:81475
",0.033152837
11241,"HepG2_Epithelium_Liver | SP1 | ID:63311
",0.033148583
15198,"Cardiomyocyte | POLR2A | ID:72392
",0.03314679
3577,"GM12878_B_Lymphocyte_Blood | H3K27ac | ID:42278
",0.03311692
11930,"MCF-7_Epithelium_Breast | SP1 | ID:64350
",0.03311657
659,"Epithelium_Fetal_Heart | DNase | ID:3155
",0.03311301
15800,"MCF-7_Breast | ESR1 | ID:74401
",0.0331058
14157,"T_Lymphocyte | H3K4me2 | ID:68993
",0.033105142
9988,"T_Lymphocyte_Blood | H3K27ac | ID:58659
",0.033100184
15372,"Cardiomyocyte | H3K4me3 | ID:72950
",0.03309755
18536,"SHEP-21N_Neuroblastoma_cell_Bone_Marrow | POLR2A | ID:85114
",0.033093855
15947,"hTERT_immortalized_endometriosis_cells | H3K4me1 | ID:74814
",0.03308841
11393,"A549_Epithelium_Lung | H3K4me2 | ID:63559
",0.033059977
10456,"LNCaP_Epithelium_Prostate | H3K27ac | ID:61925
",0.033055622
4478,"Keratinocyte_Foreskin | TP53 | ID:44763
",0.03304618
9183,"HEK293T_Epithelium_Embryonic_Kidney | EHMT2 | ID:56457
",0.03303929
11790,"HepG2_Epithelium_Liver | HHEX | ID:64139
",0.033024624
5013,"NHEK_Keratinocyte_Skin | H3K4me3 | ID:45486
",0.03302331
4819,"Embryonic_Fibroblast_Heart | H3K4me3 | ID:45267
",0.033019222
1806,"HEK293T_Epithelium_Embryonic_Kidney | ZNF143 | ID:36766
",0.0330171
20905,"HeLa-S3 | c-Jun | ENCODE
",0.03300791
10894,"HepG2_Epithelium_Liver | TFAP4 | ID:62715
",0.03300111
11316,"HEK293_Epithelium_Embryonic_Kidney | INSM2 | ID:63428
",0.03299075
19229,"HeLa_Epithelium_Cervix | SMC3 | ID:87201
",0.03298953
9262,"Neural_crest_cell_Cranial | H3K27ac | ID:56799
",0.03298895
21564,"NH_A_Astrocytes | H2A.Z | Roadmap
",0.03297998
19830,"H1_Embryonic_Stem_Cell_Embryo | H3K79me2 | ID:916
",0.032973126
7774,"U-2932_B_Lymphocyte | POLR2A | ID:52172
",0.03297229
747,"NCCIT_Embryo | H3K27me3 | ID:32830
",0.032971002
6386,"PC-3_Epithelium_Prostate | AR | ID:48096
",0.032952923
98,"HeLa_Epithelium_Cervix | H3K4me3 | ID:1256
",0.032931328
8865,"H3396_Epithelium_Mammary_Gland | ESR1 | ID:5555
",0.03292917
6354,"T_Lymphocyte_Blood | H3K4me2 | ID:48022
",0.032920845
11919,"Neural_Progenitor_Cell | H4K20me1 | ID:64334
",0.03291198
7316,"Fibroblast | GTF2I | ID:50700
",0.03290174
14177,"T_Lymphocyte | H3K4me2 | ID:69013
",0.032894123
4166,"T47D-MTVL_Epithelium_Mammary_Gland | CDK2 | ID:43677
",0.032893337
2620,"Mesenchymal_Stem_Cell_Bone_Marrow | H3K9ac | ID:3973
",0.03288763
192,"HUES6_Embryonic_Stem_Cell_Embryo | H3K4me1 | ID:1713
",0.03288344
4558,"Fibroblast_Heart | DNase | ID:44946
",0.032875214
5209,"H1_Embryonic_Stem_Cell_Embryo | ZNF143 | ID:45688
",0.032869395
19315,"Breast | ESR1 | ID:87466
",0.032867353
7819,"Melanoma_Cell | H3K27ac | ID:52384
",0.032854095
6911,"GM12891_Lymphoblastoid_Blood | RELA | ID:4973
",0.032852665
2575,"Keratinocyte_Foreskin | H3K27me3 | ID:39403
",0.032850996
17651,"LNCaP_Epithelium_Prostate | AR | ID:82536
",0.032845933
13103,"HCT-116_Colon | H3K27ac | ID:66395
",0.032819994
2393,"LoVo_Colon | ZNF407 | ID:38750
",0.032819517
21311,"K562 (IFNa6h) | c-Myc | ENCODE
",0.032815542
14933,"Fibroblast_Fetal_Lung | H3K27me3 | ID:71749
",0.032814056
3479,"Psoas_Muscle | H3K4me3 | ID:42118
",0.032810733
19167,"MB468_Breast | H3K9me3 | ID:87018
",0.03280856
7523,"HUES64_Embryonic_Stem_Cell_Embryo | GATA6 | ID:51476
",0.03280442
17573,"Embryonic_Stem_Cell | H3K27me3 | ID:82390
",0.03279705
21568,"NH_A_Astrocytes | H3K4me1 | Roadmap
",0.032788537
9086,"Prostate | AR | ID:56120
",0.032772236
21103,"HNPCEpiC | DNase | ENCODE
",0.032768376
11049,"GM12878_B_Lymphocyte_Blood | ZBED1 | ID:62980
",0.032759488
20021,"Brain_Anterior_Caudate | H3K4me3 | Roadmap
",0.032758277
11605,"GM12878_B_Lymphocyte_Blood | MLLT1 | ID:63876
",0.03275255
7047,"GM18526_Lymphoblastoid_Blood | POLR2A | ID:5003
",0.03274577
18427,"MCF-10A_Epithelium_Breast | H3K27ac | ID:84835
",0.032743387
3480,"Right_Atrium | H3K4me3 | ID:42119
",0.032740258
9848,"LNCaP-abl_Epithelium_Prostate | MED1 | ID:58342
",0.032738823
18876,"VCaP_Epithelium_Prostate | ERG | ID:86006
",0.032737717
13541,"Mesenchymal_Stem_Cell_Umbilical_Cord | H3K36me3 | ID:67443
",0.032737166
13592,"CFPAC-1 | H3K4me1 | ID:67602
",0.03272874
4973,"Monocyte_Blood | H3K36me3 | ID:45442
",0.03271117
21753,"Placenta_Amnion | H3K27me3 | Roadmap
",0.032705914
8297,"PC-3_Epithelium_Prostate | DAXX | ID:54105
",0.03270049
14935,"Fibroblast_Fetal_Lung | H3K27me3 | ID:71751
",0.03270021
5957,"Cortex_Brain | H3K27ac | ID:47160
",0.03269079
21168,"HUES6_Cell_Line | H3K9ac | Roadmap
",0.032682154
12908,"Neutrophile | ATAC-seq | ID:66120
",0.032681357
11192,"K562_Erythroblast_Bone_Marrow | GABPA | ID:63207
",0.032678805
8815,"Liver | H3K4me3 | ID:55419
",0.03267521
5082,"A549_Epithelium_Lung | BHLHE40 | ID:45557
",0.032668773
6556,"Epithelium_Mammary_Gland | H3K4me3 | ID:48736
",0.032667983
7909,"Raji_B_Lymphocyte_Blood | H3K27ac | ID:52790
",0.032666456
8111,"OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K4me3 | ID:53624
",0.032665323
4860,"Epithelium_Mammary_Gland | H2AZ | ID:45314
",0.032658596
8767,"K562_Erythroblast_Bone_Marrow | SUMO2 | ID:55337
",0.032652467
20040,"Brain_Hippocampus_Middle | H3K4me3 | Roadmap
",0.032643236
3094,"Epithelium_Fetal_Renal_Pelvis_Left | DNase | ID:40854
",0.032642417
19209,"A673_Polygonal_Muscle | EWSR1 | ID:87143
",0.03263918
6784,"T47D_Epithelium_Mammary_Gland | HIF1A | ID:49447
",0.032638416
16047,"Blast_Cells_Blood | H3K9me2 | ID:75067
",0.03263827
13635,"Brain | H3K4me3 | ID:67701
",0.032635536
7810,"P493-6_B_cell_lymphoma | MYC | ID:52360
",0.032633822
19022,"Embryonic_Stem_Cell | NANOG | ID:86533
",0.032630064
16491,"293T | ZNF567 | ID:77085
",0.03262784
11520,"Skin | CTCF | ID:63753
",0.032626048
4852,"HepG2_Epithelium_Liver | H3K4me3 | ID:45306
",0.03262591
20587,"GM12892 | PAX5-C20 | ENCODE
",0.032625634
1061,"LNCaP_Epithelium_Prostate | AR | ID:33920
",0.03262052
17118,"Endothelial_Cell_Umbilical_Vein | MYC | ID:8112
",0.032619026
11714,"A549_Epithelium_Lung | EP300 | ID:64028
",0.032618366
13120,"Monocyte_Blood | H3K27ac | ID:66415
",0.03261784
9681,"Toledo_B_Lymphocyte_Blood | H3K27ac | ID:57588
",0.03261506
20228,"Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells | H3K4me3 | Roadmap
",0.032612275
11719,"A549_Epithelium_Lung | H3K27ac | ID:64036
",0.032605298
100,"HeLa_Epithelium_Cervix | H3K79me3 | ID:1262
",0.032600436
5398,"K562_Erythroblast_Bone_Marrow | GATA1 | ID:45884
",0.032597385
13591,"CFPAC-1_original_PDAC_cell_line_Pancreatic_ductal | KLF4 | ID:67601
",0.032596655
18604,"KATO_III_Stomach | H3K27ac | ID:85315
",0.032592755
1923,"Neural_crest_cell_Cranial | TFAP2A | ID:36958
",0.032575
5200,"GM19193_Lymphoblastoid_Blood | RELA | ID:45679
",0.03256996
20990,"HepG2_Hepatocellular_Carcinoma | H3K27ac | Roadmap
",0.032567035
16887,"MCF-7_Epithelium_Breast | ATAC-seq | ID:79676
",0.03256595
19452,"Retina | H3K4me1 | ID:87887
",0.032565363
4634,"LHCN-M2_Myoblast_Skeletal_Muscle | DNase | ID:45022
",0.032561194
974,"Proerythroblast_Bone_Marrow | POLR2A | ID:33549
",0.032551687
16457,"THP-1 | GLI2 | ID:76995
",0.032542612
5432,"K562_Erythroblast_Bone_Marrow | HMGN3 | ID:45920
",0.032541584
3667,"GM18505_Lymphoblastoid_Blood | H3K27me3 | ID:42373
",0.032538313
9551,"K562_Erythroblast_Bone_Marrow | H3 | ID:57437
",0.03253794
20385,"Fetal_Muscle_Leg | DNase.fdr0.01.hot | Roadmap
",0.03252127
1032,"Neuroectoderm | H3K27me3 | ID:3387
",0.032512162
6208,"GM12878_B_Lymphocyte_Blood | REST | ID:47852
",0.032511406
11411,"K562_Erythroblast_Bone_Marrow | ADNP | ID:63581
",0.03250471
5932,"Cortex_Brain | H3K27ac | ID:47135
",0.0324889
2482,"H2171_Epithelium_Lung | BRD4 | ID:39035
",0.032477785
20792,"H1-hESC | SRF | ENCODE
",0.032475863
2862,"U87MG_Glial_Cell_Brain | DNase | ID:40522
",0.032471575
21294,"K562 | BHLHE40 | ENCODE
",0.03247144
1086,"BG03_Embryonic_Stem_Cell_Embryo | SMAD3 | ID:34017
",0.0324533
4100,"Embryonic_Stem_Cell_Embryo | H3K27me3 | ID:43384
",0.032443646
9857,"LNCaP-abl_Epithelium_Prostate | POLR2A | ID:58354
",0.03242989
20612,"H1_BMP4_Derived_Mesendoderm_Cultured_Cells | DNase.all.peaks | Roadmap
",0.032425288
7600,"Lymphocyte_Blood | DNase | ID:5162
",0.032421112
9664,"Pfeiffer_B_Lymphocyte_Lymph_Node | H3K27ac | ID:57571
",0.032419212
831,"MCF-7_Epithelium_Breast | GATA3 | ID:33159
",0.03241154
21306,"K562 (IFNa6h) | c-Jun | ENCODE
",0.032407176
19418,"Breast | AR | ID:87795
",0.03239388
11908,"HEK293_Epithelium_Embryonic_Kidney | ZNF362 | ID:64321
",0.03238544
9661,"Toledo_B_Lymphocyte_Blood | H3 | ID:57563
",0.03237817
1321,"Hematopoietic_Cell | ERG | ID:35302
",0.032372054
19958,"A549 (EtOH_0.02pct) | ZBTB33 | ENCODE
",0.03237124
2007,"LCL_Lymphoblastoid_Blood | H3K4me3 | ID:3755
",0.032366488
9729,"LX2_Hepatic_Stellate_Cell | POLR2A | ID:57813
",0.032349024
11010,"A549_Epithelium_Lung | H3K27ac | ID:62926
",0.03234579
7278,"Ramos_B_Lymphocyte | H3K4me3 | ID:50555
",0.032343693
546,"VCaP_Epithelium_Prostate | FOXA1 | ID:2919
",0.032339774
13161,"IMR90_Fibroblast_Lung | H3K27ac | ID:66454
",0.03232328
7028,"GM18951_Lymphoblastoid_Blood | POLR2A | ID:4999
",0.03232178
3648,"GM18486_Lymphoblastoid_Blood | CTCF | ID:42353
",0.032307297
8347,"Adipocyte | BRD4 | ID:54333
",0.032294553
20052,"Brain_Mid_Frontal_Lobe | H3K4me1 | Roadmap
",0.032279715
21783,"Rectal_Mucosa.Donor_31 | H3K36me3 | Roadmap
",0.032276243
7784,"Akata_B_Lymphocyte | ZTA | ID:52241
",0.03226363
5174,"GM12878_B_Lymphocyte_Blood | NR2C2 | ID:45653
",0.03224639
4917,"K562_Erythroblast_Bone_Marrow | H3K9ac | ID:45380
",0.03223492
18127,"HCT-116_HCT116 | POLR2A | ID:83959
",0.032220047
21884,"T-47D (Genistein_100nM) | ERalpha | ENCODE
",0.03221709
6456,"GM12878_B_Lymphocyte_Blood | REST | ID:48308
",0.03221419
14336,"MDA-MB-231_Epithelium_Mammary_Gland | H3K4me3 | ID:69680
",0.032211695
7417,"GM18502_Lymphoblastoid | H3K27ac | ID:51172
",0.032211572
20262,"Duodenum_Mucosa | H3K36me3 | Roadmap
",0.0322029
14521,"MDA-MB-453_Breast | AR | ID:70141
",0.032190397
20492,"GM12878 | Egr-1 | ENCODE
",0.03218784
7387,"VCaP_Epithelium_Prostate | AR | ID:51048
",0.032173075
13753,"GM12878_B_Lymphocyte_Blood | H2BK20ac | ID:67994
",0.032171205
6516,"NCCIT_Embryo | H3K4me3 | ID:48545
",0.03216059
12601,"MCF-10A_Epithelium_Breast | ATAC-seq | ID:65393
",0.03214747
3677,"GM18526_Lymphoblastoid_Blood | CTCF | ID:42384
",0.032140087
12121,"Stem_cell | H3K27ac | ID:64645
",0.032134853
18147,"Kidney | H3K27ac | ID:84016
",0.03211776
10912,"A549_Epithelium_Lung | FOSL2 | ID:62754
",0.032111317
1207,"IMR90_Fibroblast_Lung | H3K4me3 | ID:34658
",0.032093603
16900,"Cardiomyocyte | ATAC-seq | ID:79716
",0.03208928
2126,"Cortex_Prefrontal | H3K4me3 | ID:3803
",0.032087274
8684,"GM19159_Lymphoblastoid | H3K4me3 | ID:54948
",0.03207084
3020,"Haematopoietic_Progenitor_Cell_Blood | H3K9me3 | ID:4078
",0.032062095
18499,"Fibroblast_Embryo | H3K79me2 | ID:8505
",0.032059252
12027,"A549_Epithelium_Lung | H3K27ac | ID:64511
",0.03205809
2813,"GM19141_Lymphoblastoid_Blood | DNase | ID:40416
",0.03205692
4262,"H9_Embryonic_Stem_Cell_Embryo | H3K4me3 | ID:44004
",0.032055326
20334,"Fetal_Heart | H3K27me3 | Roadmap
",0.032050073
19376,"MCF-7_Epithelium_Breast | CTCF | ID:87651
",0.03203916
2346,"Endothelial_Cell_Umbilical_Vein | NFATC1 | ID:38654
",0.032028854
15347,"Cardiomyocyte | TBX5 | ID:72923
",0.032024708
3333,"OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K4me3 | ID:41474
",0.032023523
7988,"TSU-1621-MT | ERG | ID:53296
",0.03201982
14824,"Gastric_Primary_Sample | H3K4me1 | ID:71385
",0.032013867
18223,"Ishikawa_Epithelium_Uterus | H3K27ac | ID:84284
",0.032003943
2787,"ZR-75-1_Epithelium_Mammary_Gland | ESR1 | ID:40372
",0.03199899
6235,"GM12878_B_Lymphocyte_Blood | EP300 | ID:47887
",0.031986885
14915,"MCF-7_Breast | H3K4me1 | ID:71687
",0.031985547
17321,"ZR-75-1_Breast | H3K4me1 | ID:81677
",0.031981777
12626,"NB4_Leukemia_Cell | ATAC-seq | ID:65610
",0.031979393
7336,"KB_Cell_Epithelium_HeLa_contaminant | H3K4me1 | ID:50881
",0.03197839
20845,"H9_Derived_Neuron_Cultured_Cells | H3K36me3 | Roadmap
",0.03196733
17155,"Macrophage_Blood | H3K27ac | ID:81260
",0.03196651
353,"K562_Erythroblast_Bone_Marrow | RUNX1 | ID:2122
",0.031966347
18167,"Proerythroblast_Blood | GATA1 | ID:8411
",0.0319474
18482,"H1_Embryonic_Stem_Cell_Embryo | H3K27me3 | ID:8501
",0.031933323
1512,"T_Lymphocyte_Blood | H3K4me1 | ID:3582
",0.031925756
5198,"GM19099_Lymphoblastoid_Blood | POLR2A | ID:45677
",0.031913444
19951,"A549 (EtOH_0.02pct) | SIX5 | ENCODE
",0.031900954
21761,"ProgFib | Pol2 | ENCODE
",0.03189584
6082,"LS174T_Epithelium_Colon | GATA6 | ID:47431
",0.03189546
7157,"LNCaP_Epithelium_Prostate | AR | ID:50273
",0.031894688
2189,"FB8470_Fibroblast | MYC | ID:38195
",0.031891607
20046,"Brain_Inferior_Temporal_Lobe | H3K4me3 | Roadmap
",0.031886872
4491,"T_Lymphocyte_Blood | POLR3A | ID:4487
",0.031876445
9714,"K562_Erythroblast_Bone_Marrow | H3K27me3 | ID:57673
",0.03187054
18164,"PrEC_Epithelium_Prostate | H2AZac | ID:84103
",0.03186606
11269,"HEK293_Epithelium_Embryonic_Kidney | ZFP41 | ID:63356
",0.031855535
14193,"T_Lymphocyte | H3K4me2 | ID:69054
",0.03185463
5947,"Cortex_Globus_Pallidus | H3K27ac | ID:47150
",0.03184634
10510,"HT29_Colon | H3K27ac | ID:62025
",0.031839132
15920,"HepG2_Epithelium_Liver | KLF10 | ID:74686
",0.031837393
4224,"VCaP_Epithelium_Prostate | AR | ID:43859
",0.03182368
20937,"HeLa-S3 | Pol2 | ENCODE | 1
",0.031815212
2933,"H1_Embryonic_Stem_Cell_Embryo | DNase | ID:40694
",0.031802908
16259,"Melanocytic_cell | H3K23ac | ID:76070
",0.03180134
13936,"HCT-116_Colon_cancer_cell_Colon | ATF3 | ID:68464
",0.031795528
12534,"H1_Embryonic_Stem_Cell_Embryo | H4K8ac | ID:6522
",0.031786516
7850,"501-Mel_Melanoma_Cell | SMARCA4 | ID:52550
",0.031782378
19342,"Stem_cell | H3K27me3 | ID:87563
",0.031778138
4368,"LNCaP_Epithelium_Prostate | E2F1 | ID:44329
",0.031776503
6867,"MCF-7_Epithelium_Breast | RARG | ID:49623
",0.031770937
11017,"A549_Epithelium_Lung | BCL3 | ID:62933
",0.031769414
13213,"Cardiomyocyte | H3K27ac | ID:66537
",0.031766698
21563,"NH_A_Astrocytes | DNase | Roadmap
",0.03173197
19804,"Monocyte_Blood | H2Bub | ID:89034
",0.03173059
5946,"Cortex_Brain | H3K27ac | ID:47149
",0.031725053
14523,"MDA-MB-453_Breast | AR | ID:70143
",0.03172389
13388,"A549_Epithelium_Lung | H3K27ac | ID:66917
",0.031722907
11909,"HEK293_Epithelium_Embryonic_Kidney | ZNF362 | ID:64322
",0.031718906
5035,"NT2-D1_Embryo | H3K4me1 | ID:45510
",0.031717
961,"MCF-7_Epithelium_Breast | FOXA1 | ID:33518
",0.031711258
16386,"N8-CTx | PHF2 | ID:76468
",0.031710077
19498,"HEK293_Epithelium_Embryonic_Kidney | H3K4me2 | ID:88059
",0.031696048
9062,"MCF-7_Epithelium_Breast | RAD21 | ID:56055
",0.031694908
19134,"Breast | GATA3 | ID:86895
",0.03168866
8244,"MCF-7_Epithelium_Breast | ESR1 | ID:53991
",0.03168248
21508,"Mobilized_CD34_Primary_Cells_Female | DNase.fdr0.01.peaks | Roadmap
",0.03167038
6324,"T_Lymphocyte_Blood | H3K4me2 | ID:47992
",0.031665865
10974,"MCF-7_Epithelium_Breast | ZBTB11 | ID:62871
",0.031656947
21036,"HepG2 (insulin) | SREBP1 | ENCODE
",0.031655453
4097,"Embryonic_Stem_Cell_Embryo | H3K4me2 | ID:43381
",0.031652484
3710,"GM19099_Lymphoblastoid_Blood | H3K27me3 | ID:42419
",0.031635784
19351,"Clear_cell_renal_cell_carcinoma_tumor | H3K27ac | ID:87579
",0.03163435
10134,"Epithelium | NRF1 | ID:58936
",0.031633567
5598,"ECC-1_Epithelium_Endometrium | RAD21 | ID:46088
",0.031633105
9042,"HCT-116_Colon | H3K4me3 | ID:56019
",0.031631052
19276,"HCT-116_Colon | H3K36me3 | ID:87358
",0.031628378
3981,"HEK293T_Epithelium_Embryonic_Kidney | POLR2A | ID:43075
",0.031621512
2334,"iPSC | H3K4me3 | ID:38614
",0.03161751
20802,"H1-hESC | Znf143 | ENCODE
",0.031611748
10731,"K562_Erythroblast_Bone_Marrow | DNase | ID:62470
",0.03161119
7986,"HEK293_Epithelium_Embryonic_Kidney | FOXM1 | ID:53264
",0.031608272
19614,"MV4;11_Leukemia_Cell_Blood | BRD4 | ID:88453
",0.031600557
10985,"K562_Erythroblast_Bone_Marrow | ATF1 | ID:62891
",0.031597354
3973,"HEK293T_Epithelium_Embryonic_Kidney | BRD4 | ID:43066
",0.031588458
17053,"LCL_Lymphoblastoid_Blood | ATAC-seq | ID:80802
",0.031584658
21224,"IMR90_Cell_Line | H3K4me2 | Roadmap
",0.031557728
