,Target,importance
12081,"Stem_cell | DNase | ID:64587
",-0.035155058
20742,"H1-hESC | H2BK12ac | Roadmap
",-0.03515649
21312,"K562 (IFNg30) | c-Myc | ENCODE
",-0.03515841
4453,"Fibroblast | H3K4me3 | ID:44615
",-0.035162896
10025,"T_Lymphocyte_Blood | H3K4me3 | ID:58706
",-0.03516509
10270,"T_Lymphocyte | ATAC-seq | ID:59729
",-0.035175055
9658,"Toledo_B_Lymphocyte_Blood | H3 | ID:57554
",-0.03518445
17896,"TTC1240_Malignant_rhabdoid_tumor | SMARCC1 | ID:83224
",-0.035189208
1412,"CCRF-CEM_T_Lymphocyte_Blood | TCF12 | ID:35478
",-0.03519276
14814,"Gastric_Primary_Sample | H3K4me3 | ID:71374
",-0.03519487
17700,"Astrocyte | H3K9me3 | ID:82666
",-0.035198603
11106,"iPSC | H3K36me3 | ID:63065
",-0.03521804
5802,"K562_Erythroblast_Bone_Marrow | SP2 | ID:46287
",-0.035219427
7928,"EEC16_Epithelium_Endometrium | H3K27ac | ID:53027
",-0.035228718
1865,"H1_Embryonic_Stem_Cell_Embryo | H3K18ac | ID:36855
",-0.035230614
3883,"LoVo_Colon | CREB1 | ID:42710
",-0.03523074
492,"PDB2lox-17_iPSC | H3K4me3 | ID:2620
",-0.035230942
11473,"MCF-7_Epithelium_Breast | ELF1 | ID:63675
",-0.03524504
5247,"HEK293T_Epithelium_Embryonic_Kidney | ZNF263 | ID:45726
",-0.035249677
17571,"LTED_Breast | ESR1 | ID:82381
",-0.035251223
19024,"osteosarcoma | H3K27ac | ID:86536
",-0.035253868
17333,"Fibroblast_Skin | H3K27ac | ID:81702
",-0.03526988
15445,"B_cell_precursor | IKZF1 | ID:73234
",-0.035288412
12565,"Monocyte_Blood | ATAC-seq | ID:65285
",-0.03528962
5602,"ECC-1_Epithelium_Endometrium | CTCF | ID:46091
",-0.035292402
11376,"HEK293_Epithelium_Embryonic_Kidney | ZEB2 | ID:63536
",-0.035296552
3105,"Fetal_Adrenal_Gland | DNase | ID:40864
",-0.035303418
10293,"Keratinocyte | ATAC-seq | ID:61416
",-0.03530589
6203,"GM12878_B_Lymphocyte_Blood | REST | ID:47847
",-0.035318647
2657,"Pancreas | H3K36me3 | ID:39801
",-0.035323147
19205,"MCF-7_Epithelium_Breast | GRHL2 | ID:87119
",-0.035323843
19650,"MCF-7_Epithelium_Breast | T | ID:88587
",-0.035324328
2866,"T_Lymphocyte_Blood | DNase | ID:40526
",-0.035336327
4564,"Fibroblast_Eye | DNase | ID:44951
",-0.03536025
5159,"GM12878_B_Lymphocyte_Blood | ELK1 | ID:45636
",-0.03536042
20395,"Fetal_Muscle_Trunk | DNase.all.peaks | Roadmap
",-0.035362594
10367,"SHEP-21N_Neuroblastoma_cell_Bone_Marrow | ATAC-seq | ID:61698
",-0.035406757
8950,"K562_Erythroblast_Bone_Marrow | H3K4me1 | ID:55733
",-0.03540738
15309,"meningioma | TRAF7 | ID:72856
",-0.035410248
2074,"Endothelial_Cell_Umbilical_Vein | EP300 | ID:37932
",-0.03543086
18356,"HCC70_Epithelium_Breast | STAT3 | ID:84620
",-0.035434175
21652,"Ovary | H3K27me3 | Roadmap
",-0.035443608
8636,"GM19138_Lymphoblastoid | H3K27ac | ID:54899
",-0.035460223
216,"IMR90_Fibroblast_Lung | H2AK9ac | ID:1802
",-0.035475284
3101,"T_Lymphocyte_Blood | DNase | ID:40860
",-0.03547916
13999,"BJ_Fibroblast_Skin | H3K36me3 | ID:68574
",-0.03548062
8149,"Jurkat_T_Lymphocyte_Blood | TAT | ID:53704
",-0.035485003
21247,"iPS-18_Cell_Line | H3K27me3 | Roadmap
",-0.035486974
18133,"HeLa_Epithelium_Cervix | POLR2A | ID:83971
",-0.0354947
10921,"K562_Erythroblast_Bone_Marrow | ZNF24 | ID:62764
",-0.035498634
9131,"Mesenchymal_Stem_Cell_Umbilical_Cord | H3K27ac | ID:56332
",-0.035498645
16346,"Embryonic_Stem_Cell | H3K4me3 | ID:76286
",-0.035499692
20234,"Colonic_Mucosa | H3K27ac | Roadmap
",-0.03550317
14021,"Patient_derived_xenograft_cells | H3K4me3 | ID:68639
",-0.03550548
450,"MCF-7_Epithelium_Breast | POLR2A | ID:2384
",-0.03550549
4759,"GM06990_B_Lymphocyte_Blood | H3K36me3 | ID:45201
",-0.03551933
16441,"HEK293_Kidney | ZMYND8 | ID:76856
",-0.0355203
14257,"VCaP_Epithelium_Prostate | AR | ID:69282
",-0.035521254
7782,"TE-7_Epithelium_Esophagus | H3K9ac | ID:52234
",-0.035523545
3031,"Epithelium_Fetal_Kidney_Right | DNase | ID:40792
",-0.035526007
3573,"GM12878_B_Lymphocyte_Blood | H3K27ac | ID:42274
",-0.035531733
11709,"A549_Epithelium_Lung | CEBPB | ID:64016
",-0.03553325
20285,"ES-I3_Cell_Line | H3K9me3 | Roadmap
",-0.035534397
9193,"B_Lymphocyte_Tonsil | H3K4me1 | ID:56476
",-0.035546266
14666,"MCF-7_Breast | POLR2A | ID:71062
",-0.03554649
9673,"Pfeiffer_B_Lymphocyte_Lymph_Node | H3K27ac | ID:57580
",-0.03555702
11071,"HEK293_Epithelium_Embryonic_Kidney | ZNF8 | ID:63007
",-0.035563033
20282,"ES-I3_Cell_Line | H3K4me1 | Roadmap
",-0.035563324
1327,"Epithelium_Bronchia | GRHL2 | ID:35317
",-0.03556831
4896,"Myoblast_Skeletal_Muscle | H3K4me3 | ID:45356
",-0.03558954
10671,"Hepatocyte | DNase | ID:62376
",-0.035600167
8442,"MCF-7_Epithelium_Breast | H3K27ac | ID:54655
",-0.035608493
17223,"Monocyte_Blood | RELA | ID:81421
",-0.03561352
13561,"MDA-MB-231_Epithelium_Mammary_Gland | GATA3 | ID:67502
",-0.03562405
13671,"LNCaP_Epithelium_Prostate | FOXA1 | ID:67750
",-0.03562698
11142,"HepG2_Epithelium_Liver | MBD1_isoform2 | ID:63123
",-0.035628885
8745,"TEX_Lymphocyte_Blood | H3K4me2 | ID:5526
",-0.035660338
10413,"Macrophage_Blood | H3K27ac | ID:61850
",-0.035660855
10366,"Stem_cell | ATAC-seq | ID:61695
",-0.03567771
13214,"Cardiomyocyte | H3K27ac | ID:66538
",-0.03568296
299,"iPS_DF_6.9_iPSC | H3K27me3 | ID:1901
",-0.035695877
12354,"GM12878_B_Lymphocyte_Blood | ATF2 | ID:64957
",-0.035697006
6963,"SK-N-MC_Brain | EP300 | ID:49871
",-0.03570294
18391,"Monocyte_Blood | H3K27ac | ID:84768
",-0.03571628
13227,"hES_I3_Embryonic_Stem_Cell_Embryo | H3K4me1 | ID:6660
",-0.035730414
12621,"MCF-7_Epithelium_Breast | ESR1 | ID:6558
",-0.035735045
6125,"Namalwa_B_Lymphocyte | DNase | ID:47608
",-0.03574892
21378,"K562 | NELFe | ENCODE
",-0.035750642
17041,"K562_Lymphoblast | ATAC-seq | ID:80754
",-0.03575186
1306,"Rectal_Mucosa | H3K36me3 | ID:3528
",-0.03575202
2860,"U87MG_Glial_Cell_Brain | DNase | ID:40520
",-0.035755146
15614,"293T | ZNF84 | ID:73925
",-0.035762895
12958,"HL-60_Promyeloblast_Blood | ATAC-seq | ID:66172
",-0.035762902
5075,"A549_Epithelium_Lung | CTCF | ID:45550
",-0.035764292
13916,"K562_human_erythroleukemic_cell_line | H3K4me1 | ID:68375
",-0.035787173
414,"MCF-7_Epithelium_Breast | ESR1 | ID:2299
",-0.0357897
2952,"Fetal_Muscle_Leg | DNase | ID:40713
",-0.03579355
15853,"V784 | H3K4me1 | ID:74616
",-0.03580267
3950,"GP5d_Colon | RAD21 | ID:42942
",-0.035804123
19407,"K562_Erythroblast_Bone_Marrow | HDAC1 | ID:8775
",-0.035814032
2975,"Fetal_Spinal_Cord | DNase | ID:40736
",-0.035817757
17599,"Epithelium | H3K27ac | ID:82456
",-0.035819527
3450,"Skin | H3K4me3 | ID:41917
",-0.035820797
5494,"MCF-7_Epithelium_Breast | CTCF | ID:45984
",-0.03582117
14279,"BJ_Fibroblast_Foreskin | H3K4me3 | ID:69418
",-0.035821266
19770,"JHU-06_Monocyte_Blood | H3K4me1 | ID:88916
",-0.035822164
2778,"H1_Embryonic_Stem_Cell_Embryo | H3K27ac | ID:40329
",-0.035829958
15118,"Monocyte_Blood | H3K9me3 | ID:72271
",-0.035840485
17438,"JMSU-1_cancer_cells | RXRA | ID:82016
",-0.035853453
10257,"T_Lymphocyte | ATAC-seq | ID:59715
",-0.035855733
9947,"Embryonic_Stem_Cell_Embryo | H3K27ac | ID:58478
",-0.03585687
15633,"293T | ZNF317 | ID:73959
",-0.03586263
10015,"T_Lymphocyte_Blood | H3K27ac | ID:58692
",-0.035871185
15072,"Monocyte_Blood | H3K4me3 | ID:72223
",-0.035887323
15033,"TTC-549_Liver_cell_Liver | SMARCC1 | ID:72114
",-0.03589073
21330,"K562 | eGFP-FOS | ENCODE
",-0.035903152
7910,"Rj2.2.5 | H3K27ac | ID:52791
",-0.035912577
15389,"MCF-7_Breast | ESR1 | ID:72992
",-0.03592369
932,"U937_Pleura | H4K5ac, H4K8ac, H4K12ac, H4K16ac | ID:33452
",-0.03592643
19930,"A549_EtOH_0.02pct_Lung_Carcinoma | H3K79me2 | Roadmap
",-0.03592788
18282,"VCaP_Epithelium_Prostate | FOXA1 | ID:84450
",-0.035931785
8420,"MCF-7_Epithelium_Breast | NCAPG | ID:54623
",-0.03593756
14522,"MDA-MB-453_Breast | AR | ID:70142
",-0.035948917
2487,"A549_Epithelium_Lung | H3K27ac | ID:39046
",-0.035983745
7994,"TSU-1621-MT | T | ID:53302
",-0.035994135
16302,"Myofibroblast_cell | AR | ID:76204
",-0.036006533
10722,"K562_Erythroblast_Bone_Marrow | DNase | ID:62461
",-0.036007773
21620,"NHLF_Lung_Fibroblasts | H3K27ac | Roadmap
",-0.036009464
139,"HeLa-S3_Epithelium_Cervix | STAT1 | ID:1360
",-0.03601039
7778,"TE-7_Epithelium_Esophagus | H3K4me3 | ID:52230
",-0.036027834
18561,"H1299_Epithelium_Lung | H3K18ac | ID:85168
",-0.036028653
7462,"GM19138_Lymphoblastoid | H3K27ac | ID:51216
",-0.036029942
1774,"H1_Embryonic_Stem_Cell_Embryo | CTCF | ID:36632
",-0.036039863
10704,"Neural_Progenitor_Cell | DNase | ID:62409
",-0.03604514
10878,"MCF-7_Epithelium_Breast | ZNF207 | ID:62696
",-0.03604635
10976,"OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K79me2 | ID:62873
",-0.036059637
19882,"SEM_Pre-B_Lymphocyte | MEIS1 | ID:9324
",-0.036071457
18524,"J-Lat_A72 | BRD4 | ID:85084
",-0.036077514
697,"Epithelium_Lung | DNase | ID:3193
",-0.036077853
2520,"Epithelium_Colon | H3K4me1 | ID:39167
",-0.03607929
3035,"Cortex_Fetal_Kidney | DNase | ID:40796
",-0.036079466
15858,"V429 | H3K4me1 | ID:74621
",-0.036089335
1094,"Epithelium_Colon | CDK8 | ID:34081
",-0.03609035
10742,"Midbrain | DNase | ID:62482
",-0.036098696
19468,"K562_Erythroblast_Bone_Marrow | RBBP5 | ID:8793
",-0.03610105
3474,"Adrenal_Gland | H3K4me3 | ID:42113
",-0.036101148
8312,"Mesenchymal_Stem_Cell | CEBPB | ID:54132
",-0.036107138
15681,"Jurkat_T_Lymphocyte_Blood | H3K27me3 | ID:74123
",-0.036123276
7864,"MCF-7_Epithelium_Breast | POLR2A | ID:52591
",-0.03612964
1374,"NHEK_Keratinocyte_Skin | H3K9ac | ID:35427
",-0.036142036
6313,"T_Lymphocyte_Blood | H3K4me2 | ID:47981
",-0.036142524
17689,"BJ_Fibroblast_Skin | FOXA2 | ID:82644
",-0.036151815
11046,"GM12878_B_Lymphocyte_Blood | YBX1 | ID:62977
",-0.03615551
9889,"Bone_Marrow | H3K9ac | ID:58403
",-0.03616033
15252,"A375_Melanoma_Cell | POLR2A | ID:72602
",-0.03617017
4107,"Embryonic_Stem_Cell_Embryo | H3K27ac | ID:43393
",-0.03617303
16439,"HEK293_Epithelium_Embryonic_Kidney | ZMYND8 | ID:76851
",-0.036174044
6759,"H1_Embryonic_Stem_Cell_Embryo | NANOG | ID:4932
",-0.03617838
10080,"T_Lymphocyte_Blood | H3K4me3 | ID:58760
",-0.036179107
5783,"K562_Erythroblast_Bone_Marrow | GABPA | ID:46268
",-0.03618873
8841,"MV4-11_Macrophage_Blood | FOS | ID:55490
",-0.036191005
19207,"HEK | H3K4me2 | ID:87121
",-0.03619537
20832,"H9_Cell_Line | H3T11ph | Roadmap
",-0.036203172
751,"NCCIT_Embryo | H2AK119 | ID:32835
",-0.03621088
13246,"HUES48_Embryonic_Stem_Cell_Embryo | H3K9ac | ID:6665
",-0.036211714
18447,"MCF-7_Epithelium_Breast | ZFX | ID:84928
",-0.03621208
14436,"endometrioid_adenocarcinoma | POLR2A | ID:69895
",-0.03622496
20626,"H1_BMP4_Derived_Mesendoderm_Cultured_Cells | H3K4ac | Roadmap
",-0.036225423
11989,"Kidney | DNase | ID:64447
",-0.036228754
1284,"Stomach | H3K27ac | ID:35200
",-0.036249183
879,"Proerythroblast_Bone_Marrow | H3K27ac | ID:33279
",-0.036268044
5709,"H1_Embryonic_Stem_Cell_Embryo | POU5F1 | ID:46194
",-0.036268618
20943,"HeLa-S3 | RPC155 | ENCODE
",-0.036271125
5529,"NT2-D1_Embryo | SUZ12 | ID:46019
",-0.036277715
16907,"Monocyte_Blood | ATAC-seq | ID:79781
",-0.036280658
21818,"Sigmoid_Colon | H3K4me3 | Roadmap
",-0.03628692
12878,"Macrophage | ATAC-seq | ID:66090
",-0.036295645
12113,"Neuron | SMARCA4 | ID:64633
",-0.036308758
3494,"T_Lymphocyte_Blood | H3K9me3 | ID:42136
",-0.03631698
2522,"Epithelium_Colon | H3K4me1 | ID:39170
",-0.036320504
21539,"Monocytes-CD14+_RO01746 | H4K20me1 | Roadmap
",-0.03633394
12674,"HFF_Fibroblast_Foreskin | ATAC-seq | ID:65842
",-0.036338836
6866,"MCF-7_Epithelium_Breast | RARG | ID:49622
",-0.0363419
1634,"HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:36235
",-0.036343236
489,"PDB1lox-21_puro-26_iPSC | H3K27me3 | ID:2617
",-0.036352854
446,"MCF-7_Epithelium_Breast | POLR2A | ID:2377
",-0.036356695
10401,"A375_Skin | H3K27ac | ID:61838
",-0.036361568
15936,"Stem_cell | H3K27me3 | ID:74798
",-0.036363877
2651,"Adipocyte_Adipose | H3K9ac | ID:3979
",-0.036370642
19186,"K562_Erythroblast_Bone_Marrow | H2A | ID:87057
",-0.03637614
7766,"Macrophage | H3K27ac | ID:52160
",-0.036376897
6902,"U937_Pleura | H3K4me3 | ID:49700
",-0.036382843
8295,"MCF-7_Epithelium_Breast | ESR1 | ID:54089
",-0.036385812
2055,"Blood | H3K27ac | ID:37702
",-0.036390655
3366,"GM18505_Lymphoblastoid_Blood | H3K4me1 | ID:41648
",-0.036395155
4357,"LNCaP_Epithelium_Prostate | E2F1 | ID:44317
",-0.036412213
3134,"Endothelial_Cell_Blood | DNase | ID:40917
",-0.036421902
2409,"LoVo_Colon | AEBP2 | ID:38782
",-0.036423787
609,"T_Lymphocyte_Cord_blood | DNase | ID:3105
",-0.036426023
6286,"T_Lymphocyte_Blood | H3K4me2 | ID:47954
",-0.03643155
554,"WA-7_Embryonic_Stem_Cell_Embryo | H3K4me1 | ID:2941
",-0.036431637
13644,"LNCaP_Epithelium_Prostate | CREB1 | ID:67710
",-0.036435094
21216,"IMR90_Cell_Line | H3K14ac | Roadmap
",-0.036439847
7037,"B_Lymphocyte_Blood | H3K4me3 | ID:50000
",-0.03645912
20003,"Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells | H3K27ac | Roadmap
",-0.036463454
5295,"HeLa-S3_Epithelium_Cervix | MAX | ID:45778
",-0.03647886
18750,"Hematopoietic_Stem_Cell_Cord_blood | H3K27ac | ID:85682
",-0.036481943
20958,"HeLa-S3 | ZZZ3 | ENCODE
",-0.036485944
881,"Proerythroblast_Fetal_Liver | TAL1 | ID:33284
",-0.03650463
17653,"HT1080_fibrosarcoma | POLR2A | ID:82538
",-0.036504935
13428,"RMS216_rhabdomyosarcoma | H3K27ac | ID:67018
",-0.036507666
6823,"Jurkat_T_Lymphocyte_Blood | H3K79me2 | ID:49517
",-0.036513638
15321,"Snap-frozen_tissue | H3K4me2 | ID:72868
",-0.036519792
4402,"Cord_blood | TAL1 | ID:44433
",-0.03652319
9285,"Neural_crest_cell_Cranial | TFAP2A | ID:56821
",-0.03653478
7578,"HUES64_Embryonic_Stem_Cell_Embryo | SOX17 | ID:51581
",-0.036548004
19275,"NB69_Neuroblastoma_cell | H3K27ac | ID:87357
",-0.03656409
3946,"GP5d_Colon | HNF4A | ID:42934
",-0.036588684
3740,"GM19238_Lymphoblastoid_Blood | H3K27me3 | ID:42451
",-0.03659063
16537,"293T | ZNF169 | ID:77170
",-0.03659568
12695,"K562_Erythroblast_Bone_Marrow | ATAC-seq | ID:65900
",-0.03659917
19607,"MCF-7_Epithelium_Breast | SUMO2 | ID:88440
",-0.036604717
3071,"Fetal_Ovary | DNase | ID:40831
",-0.036611743
14409,"MCF-7_Human_Breast_Cancer_Cell_Breast | NELFE | ID:69817
",-0.036619037
19100,"BJ_Fibroblast_Skin | H3K4me2 | ID:86815
",-0.036629252
13287,"D-341_Medulloblastoma_Cerebellum | H3K27ac | ID:66744
",-0.03663454
426,"MCF-7_Epithelium_Breast | H3K14ac | ID:2327
",-0.036642604
13030,"Gastric_Primary_Sample | H3K27ac | ID:66322
",-0.036652274
15629,"293T | ZNF33A | ID:73954
",-0.036652848
10726,"K562_Erythroblast_Bone_Marrow | DNase | ID:62465
",-0.03665453
10687,"Globus_Pallidus | DNase | ID:62392
",-0.03666891
1552,"HKC8_Epithelium_Kidney | H3K27ac | ID:36068
",-0.036702715
12017,"A549_Epithelium_Lung | H3K9me3 | ID:64483
",-0.036704328
2477,"U87_Brain | BRD4 | ID:39025
",-0.03671725
14670,"HeLa_Epithelium_Cervix | MBD3 | ID:71069
",-0.036720157
5555,"U2OS_Bone | SETDB1 | ID:46045
",-0.03672636
16382,"SK-N-SH_Neuroblastoma_cell_Brain | MAML3 | ID:76420
",-0.03673266
1755,"HepG2_Epithelium_Liver | CTCF | ID:36602
",-0.03674407
18109,"MOLT-4_T_Lymphoblast | BRD4 | ID:83903
",-0.03674653
21648,"Ovary | DNase.fdr0.01.peaks | Roadmap
",-0.036749676
13389,"A549_Epithelium_Lung | H3K27ac | ID:66918
",-0.036753204
7083,"LNCaP_Epithelium_Prostate | AR | ID:50102
",-0.036762908
7459,"GM19222_Lymphoblastoid | H3K27ac | ID:51213
",-0.036764115
13540,"Mesenchymal_Stem_Cell_Umbilical_Cord | H3K36me3 | ID:67442
",-0.036777895
19632,"VCaP_Epithelium_Prostate | HOXB13 | ID:88500
",-0.036796514
15225,"Th1 | POLR2A | ID:72420
",-0.03680563
19464,"H358_Lung | H3K4me3 | ID:87920
",-0.036812663
11956,"A549_Epithelium_Lung | CEBPB | ID:64399
",-0.036816664
10872,"MM.1S_B_Lymphoblast_Blood | H3K4me1 | ID:62686
",-0.036832172
14283,"HCT-116_Colon_cancer_cell_Colon | H3K27me2 | ID:69459
",-0.036840033
14066,"A375_melanoma | HEXIM1 | ID:68828
",-0.03684586
18606,"HSC4_squamous_cell_carcinoma_Head_and_neck | H3K27ac | ID:85317
",-0.0368466
16752,"GM12878_Lymphoblastoid_Forebrain | ATAC-seq | ID:79082
",-0.036847923
20767,"H1-hESC | JARID1A | ENCODE
",-0.036865443
6998,"Neural_Progenitor_Cell | H3K27ac | ID:49937
",-0.036865465
828,"MCF-7_Epithelium_Breast | ESR1 | ID:33156
",-0.036882788
21505,"Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells | H3K9me3 | Roadmap
",-0.0368834
16997,"RUES2_Mesodermal_Cell | ATAC-seq | ID:80593
",-0.036890615
2036,"U937_Pleura | MYH11 | ID:37625
",-0.03689313
3534,"Stomach | H3K27ac | ID:42186
",-0.036901023
12468,"HEK293_Epithelium_Embryonic_Kidney | ZNF436 | ID:65128
",-0.03690963
143,"HepG2_Epithelium_Liver | CEBPA | ID:1375
",-0.03691826
1082,"BG03_Embryonic_Stem_Cell_Embryo | SMAD3 | ID:34012
",-0.036923952
2792,"T_Lymphocyte_Blood | DNase | ID:40395
",-0.03693021
16701,"Jurkat_T_Lymphocyte_Blood | ATAC-seq | ID:78816
",-0.03694096
16569,"K562_Erythroblast_Bone_Marrow | ZNF410 | ID:77269
",-0.03694932
3765,"GM19239_Lymphoblastoid_Blood | H3K4me3 | ID:42477
",-0.03694989
13658,"LNCaP_Epithelium_Prostate | FOXA1 | ID:67735
",-0.036955852
16482,"293T | ZNF674 | ID:77065
",-0.036957245
17026,"Stem_cell | ATAC-seq | ID:80692
",-0.03697535
6274,"T_Lymphocyte_Blood | H3K4me2 | ID:47942
",-0.036975734
3437,"iPSC | EZH2 | ID:41817
",-0.03698106
18796,"Patient | H3K27me3 | ID:85796
",-0.036981683
17893,"TTC1240_Malignant_rhabdoid_tumor | SUZ12 | ID:83221
",-0.037019387
14902,"786-O_Epithelium_Kidney | H3K4me3 | ID:71674
",-0.03702106
11782,"A549_Epithelium_Lung | H3K4me3 | ID:64123
",-0.037023272
5052,"Osteoblast_Bone | H3K36me3 | ID:45527
",-0.037030026
8898,"HCT-116_Colon | ELL2 | ID:55647
",-0.03703561
11861,"H929_B_Lymphocyte_Bone_Marrow | H3K4me2 | ID:64257
",-0.03705343
6066,"DU145_Epithelium_Prostate | FOXA1 | ID:47334
",-0.037054203
16951,"Monocyte_Blood | ATAC-seq | ID:80181
",-0.03707775
1487,"MCF-7_Epithelium_Breast | FAIRE | ID:35740
",-0.03708026
18940,"MCF-7_Epithelium_Breast | H3K9ac | ID:86292
",-0.03708296
2978,"Cortex_Fetal_Kidney | DNase | ID:40739
",-0.037094656
1124,"LNCaP_Epithelium_Prostate | EZH2 | ID:34329
",-0.037101775
3961,"MM1.S_B_Lymphocyte_Blood | BRD2 | ID:43046
",-0.03710491
11758,"HeLa-S3_Epithelium_Cervix | UBTF | ID:64088
",-0.037118834
846,"P493-6_B_cell_lymphoma | MAX | ID:33175
",-0.037133604
10815,"A549_Epithelium_Lung | EP300 | ID:62601
",-0.037137095
15988,"K562_Erythroblast_Bone_Marrow | JUNB | ID:7487
",-0.03714148
18844,"Muscle | POLR2A | ID:85937
",-0.03714331
14654,"Cancer_stem_cell_Colon | H3K9me2 | ID:71036
",-0.03714885
10535,"IMR90_Fibroblast_Lung | H3K27ac | ID:62070
",-0.037169788
16855,"Stem_cell | ATAC-seq | ID:79505
",-0.037189055
11563,"Neuron | H3K9ac | ID:63816
",-0.037197605
2557,"Leukemic_Blast_Cell_Bone_Marrow | H3K79me2 | ID:3936
",-0.03720317
17816,"T_Lymphocyte_Blood | H3K27ac | ID:8298
",-0.037210733
16736,"T_Lymphocyte_Blood | ATAC-seq | ID:78934
",-0.03723171
15837,"V410 | H3K4me1 | ID:74575
",-0.037231855
8517,"GM18517_Lymphoblastoid | H3K4me1 | ID:54780
",-0.037242524
16176,"HAP-1_Embryonic_Stem_Cell_Embryo | SMC1A | ID:75570
",-0.037248854
14553,"A549_Epithelium_Lung | POLR2A | ID:70566
",-0.03724912
8016,"H9_Embryonic_Stem_Cell_Embryo | T | ID:53340
",-0.037270233
9838,"LNCaP-abl_Epithelium_Prostate | H3K36me3 | ID:58330
",-0.03727449
4739,"B_Lymphocyte_Blood | H3K4me2 | ID:45180
",-0.037276488
17221,"Haematopoietic_Progenitor_Cell_Cord_blood | H3K36me3 | ID:8142
",-0.03728812
9604,"K562_Erythroblast_Bone_Marrow | H3K4me3 | ID:57493
",-0.037295546
15724,"SF8628_Pontine | H3.3 | ID:74205
",-0.03730665
21459,"Lung | H3K27me3 | Roadmap
",-0.037308037
1546,"Epithelium_Cervix | FAIRE | ID:36031
",-0.037315883
11625,"K562_Erythroblast_Bone_Marrow | DNase | ID:63906
",-0.03731902
15685,"Jurkat_T_Lymphocyte_Blood | H3K27me3 | ID:74129
",-0.037321962
14772,"Fibroblast_Skin | H1.4 | ID:71332
",-0.03732274
16835,"Embryonic_Stem_Cell | ATAC-seq | ID:79431
",-0.03732476
6452,"GM12878_B_Lymphocyte_Blood | REST | ID:48304
",-0.03732482
161,"hES_I3_Embryonic_Stem_Cell_Embryo | H3K4me3 | ID:1515
",-0.03733313
10068,"T_Lymphocyte_Blood | H3K4me3 | ID:58749
",-0.037333637
6251,"T_Lymphocyte_Blood | H3K4me2 | ID:47919
",-0.037343077
18444,"HCT-116_HCT116 | PAF1 | ID:84915
",-0.037394594
16296,"LNCaP_Epithelium_Prostate | MYC | ID:76151
",-0.03740702
18349,"JHU-06_Endothelial_Cell | NFE2L2 | ID:84612
",-0.037415426
7585,"HUES64_Embryonic_Stem_Cell_Embryo | SRF | ID:51591
",-0.037417974
12726,"T_Lymphocyte | ATAC-seq | ID:65931
",-0.037426196
9204,"HEK293_Epithelium_Embryonic_Kidney | H3K4me3 | ID:56514
",-0.03743026
2809,"GM19238_Lymphoblastoid_Blood | DNase | ID:40412
",-0.037435256
5630,"GM12878_B_Lymphocyte_Blood | ETS1 | ID:46117
",-0.037439547
20828,"H9_Cell_Line | H3K79me1 | Roadmap
",-0.03744061
7488,"VCaP_Epithelium_Prostate | POLR2A | ID:51274
",-0.037450753
17475,"Epithelium | H3K4me3 | ID:82103
",-0.03745504
1565,"Epithelium_Mammary_Gland | ESR1 | ID:36100
",-0.037463605
9032,"Intermediate | H3K4me3 | ID:55935
",-0.037469972
1853,"K562_Erythroblast_Bone_Marrow | FAIRE | ID:36839
",-0.037500374
4277,"T_Lymphocyte_Blood | KAT8 | ID:4403
",-0.037502408
17241,"Haematopoietic_Progenitor_Cell_Cord_blood | H3K27ac | ID:8147
",-0.037503775
14483,"HCT-116_Human_colorectal_tumor | H3K4me1 | ID:70068
",-0.03750913
599,"Fetal_Muscle_Back | DNase | ID:3095
",-0.03751402
9896,"Bone_Marrow | H3 | ID:58410
",-0.03752074
16617,"hFOB_Embryonic_Stem_Cell_Bone | DNase | ID:78196
",-0.037525427
11330,"K562_Erythroblast_Bone_Marrow | HDAC1 | ID:63450
",-0.037555996
13182,"MCF-7_Epithelium_Breast | H3K27ac | ID:66489
",-0.03756203
4934,"K562_Erythroblast_Bone_Marrow | H3K4me3 | ID:45402
",-0.037570536
10586,"LOUCY_T_Lymphocyte_Blood | H3K27ac | ID:62211
",-0.037575655
1840,"Epithelium_Mammary_Gland | H3K4me1 | ID:3681
",-0.03758436
18470,"MCF-7_Epithelium_Breast | DNase | ID:8497
",-0.037585475
21128,"HSMM_Skeletal_Muscle_Myoblasts | H3K4me3 | Roadmap
",-0.03759143
9220,"HuCCT1 | SMC1A | ID:56557
",-0.037595075
3313,"NOMO-1_Myeloid_Cell | ZFX | ID:41307
",-0.03760076
2703,"Hepatocyte_Liver | H3K9ac | ID:3993
",-0.03760154
3432,"iPSC | EZH2 | ID:41809
",-0.037623953
3732,"GM19193_Lymphoblastoid_Blood | STAG1 | ID:42443
",-0.03762783
4926,"K562_Erythroblast_Bone_Marrow | RNF2 | ID:45391
",-0.03763088
6893,"MCF-7_Epithelium_Breast | FOXA1 | ID:49657
",-0.037639942
8193,"GM01660_Fibroblast | H3K4me3 | ID:538
",-0.037649248
10657,"Haematopoietic_Progenitor_Cell_Blood | DNase | ID:62362
",-0.037649956
2701,"HCT-116_Colon | POLR2A | ID:39921
",-0.037655767
16434,"HeLa_Epithelium_Cervix | H3K9me3 | ID:76836
",-0.0376585
